player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jalon Daniels,122555,QB,KANSAS,1,35.71,0,22,198,73.3,15,16,11.5,3.19,1,1,6.3,56.3,9,5,18.2,19,86.4,2,7,,,,,72.5,61.3,13.2,,66.6,,57.4,,,0,1,19,20.0,62.8,5.3,1,2,0,0,0,1,5.3,153,9.6,72.7,11,12,9.8,3.04,1,0,0.0,50.0,6,4,25.0,14,63.6,2,6,,,,,72.5,54.5,9.5,,54.9,,59.8,,,0,1,14,25.0,44.4,7.1,1,1,0,0,0,1,7.1,102,8.5,85.7,7,7,7.4,2.7,0,1,14.3,85.7,6,1,0.0,8,36.4,0,3,,,,,64.9,76.7,69.5,,82.7,,56.7,,,0,0,8,0.0,106.5,0.0,0,1,0,0,0,0,0.0,67,9.6,0,100.0,3,3,-4.3,1.17,0,0,0.0,100.0,3,0,0.0,3,13.6,0,2,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,1.07
Brendan Sorsby,156398,QB,CINCINNATI,1,-2.6,0,22,138,60.0,15,15,5.9,3.82,0,0,0.0,46.7,7,6,22.2,19,86.4,2,4,,,,,32.1,69.9,76.4,,71.4,,61.7,,,0,0,21,0.0,60.7,0.0,0,4,0,0,0,0,0.0,71,4.7,71.4,7,7,2.4,3.72,0,0,0.0,57.1,4,4,20.0,10,45.5,1,1,,,,,28.1,75.1,75.8,,79.5,,63.4,,,0,0,12,0.0,62.2,0.0,0,3,0,0,0,0,0.0,7,1.0,63.6,11,11,5.5,3.48,0,0,0.0,54.5,6,2,14.3,12,54.5,1,3,,,,,65.8,57.7,70.7,,60.2,,57.3,,,0,0,12,0.0,69.9,0.0,0,1,0,0,0,0,0.0,59,5.4,0,100.0,3,3,-3.3,2.13,0,0,0.0,100.0,3,0,0.0,3,13.6,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-1.7,4.36
Anthony Colandrea,170131,QB,VIRGINIA,1,16.67,0,22,335,31.3,16,16,12.4,2.98,0,0,0.0,25.0,4,7,20.0,17,77.3,1,3,,,,,69.0,29.6,74.4,,27.6,60.0,64.2,,,0,3,18,0.0,1.8,0.0,0,1,0,0,0,3,16.7,55,3.4,40.0,15,15,8.3,2.74,0,0,0.0,33.3,5,7,16.7,16,72.7,1,2,,,,,68.9,31.1,74.3,,28.0,60.0,64.2,,,0,3,17,0.0,2.8,0.0,0,1,0,0,0,3,17.6,35,2.3,50.0,6,6,10.7,2.48,0,0,0.0,50.0,3,1,0.0,6,27.3,0,1,,,,,64.2,48.0,68.6,,48.1,,,,,0,0,6,0.0,67.4,0.0,0,0,0,0,0,0,0.0,34,5.7,0,80.0,5,5,-2.0,1.62,0,0,0.0,80.0,4,1,0.0,5,22.7,0,0,,,,,63.8,58.9,68.1,,58.8,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,14,2.8,3.34
Will Rogers,124184,QB,WASHINGTON,1,47.06,0,21,340,50.0,14,15,12.4,2.68,0,0,0.0,46.7,7,6,0.0,15,71.4,0,3,,,,,66.5,24.5,73.4,,24.5,,,,,0,2,16,0.0,17.2,0.0,0,0,0,1,0,3,18.8,57,3.8,56.3,16,17,9.8,2.43,0,0,0.0,52.9,9,4,0.0,17,81.0,0,5,,,,,66.8,25.4,73.6,,25.3,,,,,0,2,18,0.0,44.4,0.0,0,0,0,1,1,3,16.7,74,4.4,100.0,4,4,0.0,2.38,0,0,0.0,100.0,4,3,0.0,4,19.0,0,3,,,,,63.3,59.1,67.4,,59.0,,,,,0,0,4,0.0,109.4,0.0,0,0,0,0,0,0,0.0,41,10.3,0,100.0,6,6,-2.8,1.77,0,0,0.0,100.0,6,1,0.0,6,28.6,0,5,,,,,64.2,66.3,68.6,,66.0,,,,,0,0,6,0.0,146.5,0.0,0,0,0,0,1,0,0.0,58,9.7,5.9
Chandler Fields,97286,QB,LA LAFAYET,1,-3.33,0,21,207,80.0,15,15,11.7,3.26,0,1,5.6,80.0,12,3,0.0,19,90.5,0,8,,,,,69.8,75.8,74.3,,80.3,,58.7,,,0,0,22,0.0,140.3,0.0,0,4,0,0,1,0,0.0,185,12.3,83.3,12,12,11.6,3.41,0,1,7.1,83.3,10,3,0.0,16,76.2,0,8,,,,,69.6,81.2,73.9,,88.6,,58.7,,,0,0,18,0.0,146.5,0.0,0,4,0,0,1,0,0.0,168,14.0,80.0,5,5,7.2,2.3,0,0,0.0,80.0,4,0,0.0,5,23.8,0,0,,,,,64.2,53.4,68.6,,53.3,,,,,0,0,6,,80.8,0.0,0,0,0,0,0,0,0.0,17,3.4,0,100.0,2,2,-0.5,2.0,0,0,0.0,100.0,2,0,0.0,2,9.5,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,-10.6
Aidan Armenta,175731,QB,LA MONROE,1,29.55,0,20,209,71.4,14,14,7.4,2.43,0,1,7.1,50.0,7,6,30.0,18,90.0,3,4,,,,,24.6,71.0,11.6,,84.0,,44.8,,,0,0,18,50.0,69.6,16.7,3,1,0,0,0,1,5.6,87,6.2,72.7,11,11,3.7,1.97,0,0,0.0,45.5,5,5,37.5,14,70.0,3,2,,,,,22.7,64.3,8.6,,76.1,,49.3,,,0,0,14,40.0,55.1,14.3,2,0,0,0,0,1,7.1,40,3.6,75.0,4,4,14.5,2.8,0,1,25.0,75.0,3,1,0.0,6,30.0,0,2,,,,,64.2,74.9,68.6,,80.4,,57.3,,,0,0,6,100.0,115.6,16.7,1,1,0,0,0,0,0.0,49,12.3,0,100.0,1,1,-4.0,0.3,0,0,0.0,100.0,1,0,0.0,2,10.0,0,0,,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,8.61
Darian Mensah,169984,QB,TULANE,1,17.78,0,20,319,69.2,13,13,15.9,3.47,0,0,0.0,69.2,9,2,0.0,19,95.0,0,12,,,,,68.6,82.4,76.2,,72.3,,77.3,,,0,0,21,50.0,142.6,5.3,1,5,0,0,2,1,4.8,135,10.4,60.0,5,5,11.0,3.36,0,0,0.0,60.0,3,0,0.0,8,40.0,0,4,,,,,67.2,84.7,75.2,,75.9,,73.3,,,0,0,8,,104.2,0.0,0,3,0,0,0,0,0.0,74,14.8,77.8,9,9,16.2,3.43,0,0,0.0,77.8,7,2,0.0,12,60.0,0,8,,,,,66.2,72.3,71.2,,66.6,,69.6,,,0,0,14,50.0,135.9,8.3,1,2,0,0,2,1,7.1,64,7.1,0,100.0,1,1,-6.0,2.2,0,0,0.0,100.0,1,0,0.0,1,5.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-7.69
Bryce Archie,156667,QB,USF,1,-6.67,0,19,327,60.0,10,11,10.3,3.21,0,0,0.0,45.5,5,3,16.7,13,68.4,1,2,,,,,26.1,58.5,75.6,,47.7,54.3,69.4,,,0,1,15,0.0,15.7,0.0,0,2,1,0,0,1,6.7,36,3.3,81.8,11,12,3.2,2.56,0,0,0.0,66.7,8,4,11.1,14,73.7,1,3,,,,,26.5,75.9,75.7,,71.9,54.3,69.4,,,0,0,16,0.0,85.4,0.0,0,2,1,0,0,0,0.0,80,6.7,60.0,5,5,12.0,3.04,0,0,0.0,60.0,3,0,0.0,5,26.3,0,1,,,,,64.2,29.4,68.6,,29.6,,,,,0,1,6,,50.8,0.0,0,0,0,0,0,1,16.7,46,9.2,0,100.0,6,6,-1.3,1.57,0,0,0.0,100.0,6,1,0.0,6,31.6,0,2,,,,,64.6,66.8,69.1,,66.5,,,,,0,0,7,0.0,118.8,0.0,0,0,0,0,0,0,0.0,90,15.0,2.53
Ethan Hampton,145858,QB,N ILLINOIS,1,12.5,0,19,254,61.5,13,14,6.6,3.36,0,0,0.0,50.0,7,5,12.5,17,89.5,1,5,,,,,68.3,63.6,76.5,,57.8,55.9,69.3,,,0,0,18,40.0,96.7,11.8,2,1,0,1,1,0,0.0,98,7.0,62.5,8,8,5.9,2.45,0,0,0.0,50.0,4,1,20.0,8,42.1,1,2,,,,,67.5,72.1,75.9,,69.3,,64.0,,,0,0,10,0.0,69.3,0.0,0,0,0,0,0,0,0.0,49,6.1,71.4,7,8,5.6,3.73,0,0,0.0,62.5,5,4,0.0,11,57.9,0,3,,,,,65.6,52.4,70.7,,47.4,55.9,64.1,,,0,0,11,50.0,122.9,18.2,2,1,0,1,1,0,0.0,56,7.0,0,100.0,2,2,0.0,1.75,0,0,0.0,100.0,2,0,0.0,2,10.5,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,0.87
Evan Bullock,170452,QB,LA TECH,1,27.27,0,19,208,83.3,12,12,1.5,3.24,0,0,0.0,75.0,9,7,10.0,16,84.2,1,2,,,,,24.6,45.6,77.0,,30.9,,67.3,,,0,0,16,28.6,77.8,12.5,2,2,0,0,0,2,12.5,38,3.2,81.8,11,11,2.3,3.0,0,0,0.0,72.7,8,4,11.1,14,73.7,1,2,,,,,23.6,40.6,76.9,,29.8,,62.8,,,0,0,14,50.0,82.8,14.3,2,1,0,0,0,2,14.3,53,4.8,100.0,4,4,-3.3,3.04,0,0,0.0,100.0,4,3,0.0,5,26.3,0,1,,,,,63.8,72.6,68.1,,64.8,,64.3,,,0,0,5,0.0,80.2,0.0,0,1,0,0,0,0,0.0,13,3.3,0,100.0,3,3,-2.0,1.77,0,0,0.0,100.0,3,0,0.0,3,15.8,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,105.6,0.0,0,0,0,0,0,0,0.0,28,9.3,-1.57
Jalen Milroe,146590,QB,ALABAMA,1,-12.73,0,18,103,71.4,14,14,16.9,2.96,0,3,20.0,71.4,10,4,0.0,16,88.9,0,7,,,,,69.5,92.3,74.6,,90.7,,77.3,,,0,0,17,0.0,136.6,0.0,0,2,0,0,1,0,0.0,172,12.3,72.7,11,11,13.3,2.74,0,2,18.2,72.7,8,2,0.0,12,66.7,0,4,,,,,69.3,92.2,74.1,,91.1,,74.7,,,0,0,12,0.0,107.0,0.0,0,1,0,0,0,0,0.0,117,10.6,60.0,5,5,17.2,2.95,0,1,16.7,60.0,3,2,0.0,6,33.3,0,4,,,,,64.6,72.2,69.1,,66.5,,64.3,,,0,0,7,0.0,143.8,0.0,0,1,0,0,2,0,0.0,69,13.8,0,50.0,2,2,-2.0,1.6,0,0,0.0,50.0,1,0,0.0,2,11.1,0,1,,,,,61.8,54.4,65.5,,54.6,,,,,0,0,2,,112.5,0.0,0,0,0,0,1,0,0.0,14,7.0,3.16
Tyriq Starks,156514,QB,FAU,1,-40.48,0,18,165,77.8,9,11,7.8,3.23,0,0,0.0,54.5,6,8,14.3,16,88.9,1,3,,,,66.7,67.9,48.5,73.6,,40.2,89.2,57.3,,,0,0,18,25.0,72.2,12.5,2,3,0,2,0,1,5.6,65,5.9,83.3,6,6,3.2,3.16,0,0,0.0,83.3,5,4,0.0,10,55.6,0,3,,,,,66.5,56.0,72.4,,57.1,,57.3,,,0,0,10,25.0,109.0,10.0,1,3,0,0,0,0,0.0,61,10.2,80.0,5,7,8.6,2.91,0,0,0.0,42.9,3,4,25.0,8,44.4,1,0,,,,66.7,65.9,47.5,70.4,,36.8,89.2,,,,0,0,10,25.0,50.3,12.5,1,0,0,2,0,1,10.0,11,1.6,0,100.0,2,2,-4.0,1.65,0,0,0.0,100.0,2,0,0.0,2,11.1,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-8.6
Micah Alejado,184162,QB,HAWAII,1,-91.67,0,18,180,90.9,11,11,8.3,2.57,0,0,0.0,90.9,10,4,0.0,17,94.4,0,6,,,,,68.2,62.4,0.0,,70.8,,54.8,,,0,0,17,75.0,135.6,17.6,3,3,0,0,1,0,0.0,102,9.3,91.7,12,12,7.2,2.56,0,0,0.0,91.7,11,3,0.0,17,94.4,0,6,,,,,68.2,63.5,0.0,,72.1,,54.8,,,0,0,17,66.7,133.0,11.8,2,3,0,0,1,0,0.0,111,9.3,,0,0,,2.0,0,0,,,0,1,,1,5.6,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,100.0,1,1,-5.0,1.8,0,0,0.0,100.0,1,0,0.0,1,5.6,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,-9.25
Hank Bachmeier,101284,QB,WAKE,1,40.0,0,18,339,72.7,11,11,6.9,3.29,0,1,6.7,63.6,7,5,12.5,15,83.3,1,4,,,,,69.1,66.4,73.9,,67.6,,58.9,,,0,0,19,40.0,77.8,13.3,2,2,0,0,0,0,0.0,60,5.5,70.0,10,10,6.4,2.88,0,0,0.0,60.0,6,4,14.3,14,77.8,1,4,,,,,68.8,63.5,73.4,,64.6,,58.9,,,0,0,15,25.0,75.0,7.1,1,2,0,0,0,0,0.0,55,5.5,100.0,3,3,2.3,3.08,0,1,16.7,100.0,3,1,0.0,4,22.2,0,0,,,,,64.6,67.6,69.1,,67.2,,,,,0,0,7,100.0,79.2,25.0,1,0,0,0,0,0,0.0,7,2.3,0,100.0,2,2,-2.5,1.1,0,0,0.0,100.0,2,0,0.0,3,16.7,0,0,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,-3.17
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,1.52,0,18,144,85.7,14,14,10.1,3.47,0,2,13.3,78.6,11,6,8.3,15,83.3,1,6,,,,66.7,69.1,75.8,76.6,,78.1,74.2,51.9,,,0,0,16,0.0,142.6,0.0,0,1,0,0,1,0,0.0,179,12.8,81.8,11,11,11.5,3.01,0,2,16.7,81.8,9,4,0.0,12,66.7,0,5,,,,,68.6,73.4,76.3,,81.5,,51.9,,,0,0,13,0.0,149.1,0.0,0,1,0,0,1,0,0.0,155,14.1,100.0,6,6,1.5,3.57,0,0,0.0,83.3,5,2,16.7,6,33.3,1,2,,,,66.7,64.9,71.7,69.6,,61.0,74.2,,,,0,0,6,0.0,92.4,0.0,0,0,0,0,0,0,0.0,37,6.2,0,100.0,3,3,-2.3,1.8,0,0,0.0,100.0,3,0,0.0,3,16.7,0,1,,,,,62.7,64.0,66.6,,63.8,,,,,0,0,3,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,-7.92
Tony Muskett,142933,QB,VIRGINIA,1,15.0,0,17,335,77.8,9,10,11.1,2.83,0,1,9.1,60.0,6,6,14.3,13,76.5,1,3,,,,,68.0,72.5,73.5,,69.1,,65.8,,,1,0,14,33.3,87.9,15.4,2,1,0,0,0,0,0.0,86,8.6,77.8,9,10,9.0,2.54,0,1,9.1,60.0,6,7,14.3,12,70.6,1,2,,,,,67.8,68.5,73.4,,61.2,,69.7,,,1,0,13,28.6,86.7,16.7,2,0,0,0,0,0,0.0,83,8.3,75.0,4,4,2.8,2.4,0,0,0.0,75.0,3,0,0.0,5,29.4,0,1,,,,,63.8,67.8,68.1,,73.8,,57.3,,,0,0,5,,85.4,0.0,0,1,0,0,0,0,0.0,20,5.0,0,75.0,4,4,-2.0,1.43,0,0,0.0,75.0,3,1,0.0,4,23.5,0,0,,,,,63.3,57.6,67.4,,57.5,,,,,0,0,4,0.0,82.3,0.0,0,0,0,0,0,0,0.0,17,4.3,-3.3
Tate Rodemaker,122414,QB,SO MISS,1,-8.33,0,16,296,36.4,11,12,15.4,2.32,0,0,0.0,33.3,4,7,0.0,13,81.3,0,2,,,,,67.1,32.2,75.4,,28.7,,63.1,,,0,1,14,14.3,7.6,7.7,1,0,0,1,0,3,21.4,34,2.8,50.0,12,12,10.0,2.16,0,0,0.0,41.7,5,7,16.7,13,81.3,1,2,,,,,67.1,41.4,75.4,,34.9,,63.1,,,0,1,14,14.3,20.1,7.7,1,0,0,0,0,2,14.3,52,4.3,50.0,2,3,20.5,2.57,0,0,0.0,33.3,1,2,0.0,3,18.8,0,1,,,,,62.7,37.2,66.6,,37.6,,,,,0,0,3,0.0,45.1,0.0,0,0,0,1,0,1,33.3,11,3.7,0,100.0,3,3,-2.7,1.9,0,0,0.0,66.7,2,2,33.3,3,18.8,1,1,,,,,62.7,64.0,66.6,,63.8,,,,,0,0,3,0.0,97.9,0.0,0,0,0,0,0,0,0.0,29,9.7,-0.66
Ben Wooldridge,82115,QB,LA LAFAYET,1,-21.43,0,16,207,66.7,12,13,11.2,3.03,0,0,0.0,61.5,8,3,0.0,16,100.0,0,4,,,,,67.6,51.2,74.2,,46.2,,64.7,,,0,1,18,33.3,50.5,6.3,1,2,0,1,0,1,5.6,91,7.0,71.4,7,7,7.7,2.48,0,0,0.0,71.4,5,1,0.0,8,50.0,0,0,,,,,66.3,39.9,73.1,,34.2,,62.2,,,0,1,9,100.0,38.7,12.5,1,0,0,0,0,1,11.1,28,4.0,60.0,5,6,16.0,3.59,0,0,0.0,50.0,3,2,0.0,8,50.0,0,4,,,,,65.1,67.5,69.8,,66.2,,62.1,,,0,0,9,0.0,87.5,0.0,0,2,0,1,0,0,0.0,63,10.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.5
Zach Gibson,100201,QB,GA STATE,1,33.33,0,16,175,66.7,9,10,16.8,2.13,0,2,20.0,60.0,6,5,0.0,12,75.0,0,4,,,,,66.8,83.4,73.3,,85.8,,60.0,,,1,1,13,40.0,83.3,16.7,2,0,0,0,1,0,0.0,90,9.0,57.1,7,8,13.7,2.18,0,0,0.0,50.0,4,4,0.0,9,56.3,0,2,,,,,66.3,63.5,72.8,,63.1,,60.0,,,1,1,10,25.0,16.7,11.1,1,0,0,0,0,0,0.0,17,2.1,100.0,6,6,7.2,1.89,0,2,33.3,83.3,5,1,16.7,7,43.8,1,3,,,,,64.6,92.1,69.1,,91.8,,,,,0,0,7,100.0,158.3,14.3,1,0,0,0,1,0,0.0,84,14.0,0,100.0,4,4,-3.0,1.8,0,0,0.0,75.0,3,0,25.0,4,25.0,1,1,,,,,63.3,65.0,67.4,,64.7,,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,11,2.8,11.87
Cutter Boley,184630,QB,KENTUCKY,1,-48.89,0,15,202,75.0,12,13,9.4,2.77,1,0,0.0,69.2,9,2,0.0,14,93.3,0,5,,,,,69.4,76.2,74.5,,69.0,,72.0,,,0,0,15,50.0,137.8,7.1,1,0,0,0,2,0,0.0,120,9.2,88.9,9,9,8.1,2.6,0,0,0.0,88.9,8,0,0.0,9,60.0,0,5,,,,,69.1,89.1,73.9,,82.6,,72.0,,,0,0,9,,156.3,0.0,0,0,0,0,2,0,0.0,108,12.0,50.0,4,5,10.0,3.02,1,0,0.0,40.0,2,2,0.0,6,40.0,0,1,,,,,64.6,45.7,69.1,,45.7,,,,,0,0,7,50.0,53.8,16.7,1,0,0,0,0,0,0.0,22,4.4,0,100.0,1,1,0.0,2.7,0,0,0.0,100.0,1,0,0.0,1,6.7,0,1,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,-7.6
Demond Williams Jr.,183648,QB,WASHINGTON,1,16.67,0,12,340,100.0,3,3,1.0,3.51,0,0,0.0,100.0,3,3,0.0,7,58.3,0,3,,,,,67.2,72.4,72.7,,55.3,,72.9,,,0,0,8,33.3,158.3,14.3,1,3,0,0,1,0,0.0,44,14.7,100.0,5,6,-0.2,2.25,0,0,0.0,83.3,5,1,0.0,8,66.7,0,1,,,,,67.4,63.5,72.8,,56.3,,65.9,,,0,0,9,100.0,90.3,12.5,1,1,0,1,0,0,0.0,34,5.7,100.0,2,2,-1.5,3.43,0,0,0.0,100.0,2,2,0.0,4,33.3,0,3,,,,,63.3,78.6,67.4,,62.7,,70.8,,,0,0,4,0.0,158.3,0.0,0,2,0,0,1,0,0.0,33,16.5,0,100.0,4,5,-1.8,1.42,0,0,0.0,80.0,4,0,0.0,5,41.7,0,1,,,,,63.8,62.6,68.1,,62.4,,,,,0,0,5,,85.8,0.0,0,0,0,1,0,0,0.0,23,4.6,10.83
Ty Simpson,157008,QB,ALABAMA,1,-71.43,0,11,103,50.0,8,8,26.1,4.08,0,1,11.1,37.5,3,4,25.0,9,81.8,1,3,,,,,66.5,74.7,72.5,,66.3,,71.9,,,0,0,10,0.0,66.1,0.0,0,1,0,0,0,0,0.0,63,7.9,71.4,7,7,15.4,3.66,0,1,12.5,71.4,5,3,0.0,8,72.7,0,4,,,,,66.3,82.2,72.4,,73.9,,71.9,,,0,0,9,0.0,103.9,0.0,0,1,0,0,0,0,0.0,71,10.1,33.3,3,3,31.7,3.2,0,0,0.0,0.0,0,1,100.0,3,27.3,1,0,,,,,62.7,50.8,66.6,,51.0,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-3.0,1.1,0,0,0.0,100.0,2,0,0.0,2,18.2,0,1,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,-10.14
Braxton Woodson,175276,QB,NAVY,1,-30.0,0,11,237,37.5,8,8,9.8,2.39,0,0,0.0,25.0,2,2,33.3,9,81.8,1,0,,,,,28.4,46.5,74.1,,48.2,,53.3,,,0,1,9,50.0,0.0,11.1,1,0,0,0,0,0,0.0,8,1.0,44.4,9,10,8.1,2.12,1,0,0.0,30.0,3,1,25.0,10,90.9,1,0,,,,,28.7,47.2,74.2,,49.4,,53.3,,,0,1,10,0.0,0.0,0.0,0,0,0,0,0,0,0.0,13,1.3,,0,0,,3.2,0,0,,,0,1,,1,9.1,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,100.0,1,2,-5.0,1.45,1,0,0.0,50.0,1,0,0.0,2,18.2,0,0,,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,-1.3
Ryan Browne,174949,QB,PURDUE,1,10.0,0,10,273,80.0,5,5,7.4,3.1,0,0,0.0,60.0,3,4,25.0,8,80.0,1,2,,,,,64.9,56.1,71.0,,59.3,,57.3,,,0,0,8,50.0,125.0,25.0,2,1,0,0,1,0,0.0,40,8.0,60.0,5,5,9.2,3.11,0,0,0.0,40.0,2,4,33.3,8,80.0,1,1,,,,,64.9,47.8,71.0,,50.0,,57.3,,,0,0,8,50.0,98.3,25.0,2,1,0,0,1,0,0.0,28,5.6,100.0,1,2,-5.0,2.1,0,0,0.0,50.0,1,0,0.0,2,20.0,0,1,,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,,68.8,0.0,0,0,0,1,0,0,0.0,12,6.0,0,0.0,1,2,4.0,2.15,0,0,0.0,0.0,0,0,,2,20.0,0,0,,,,,61.8,43.1,65.5,,43.5,,,,,0,0,2,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0.4
