player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Collin Schlee,98025,QB,UCLA,1,-1.54,0,27,324,75.0,12,13,8.3,3.21,1,0,0.0,53.8,7,11,22.2,21,77.8,2,7,,,,69.8,64.3,11.2,,70.3,,,58.2,,,0,0,21,27.3,104.3,14.3,3,5,0,0,1,0,0.0,99,7.6,83.3,12,13,4.8,3.05,1,0,0.0,61.5,8,8,20.0,20,74.1,2,5,,,,69.7,70.1,10.5,,66.1,,,69.0,,,0,0,20,37.5,72.9,15.0,3,4,0,0,0,0,0.0,61,4.7,60.0,5,5,6.8,2.93,0,0,0.0,60.0,3,4,0.0,7,25.9,0,3,,,,64.6,64.5,69.1,,73.8,,,53.1,,,0,0,7,0.0,138.3,0.0,0,2,0,0,1,0,0.0,56,11.2,0,80.0,5,5,-1.6,2.33,0,0,0.0,80.0,4,1,0.0,6,22.2,0,1,,,,64.2,81.2,68.6,,65.4,,,69.3,,,0,0,6,0.0,81.7,0.0,0,1,0,0,0,0,0.0,18,3.6,6.51
Rocco Becht,157567,QB,IOWA STATE,1,-4.17,0,26,193,78.9,19,20,8.3,2.37,0,0,0.0,60.0,12,7,20.0,23,88.5,3,10,,,,68.9,75.7,76.1,,73.1,,,66.2,,,1,0,25,14.3,93.5,4.3,1,2,0,0,1,0,0.0,119,6.0,92.9,14,15,5.5,2.42,0,0,0.0,66.7,10,6,23.1,18,69.2,3,8,,,,68.4,72.8,75.7,,69.4,,,66.2,,,1,0,19,16.7,122.6,5.6,1,2,0,0,1,0,0.0,154,10.3,62.5,8,8,9.9,1.96,0,0,0.0,62.5,5,1,0.0,8,30.8,0,4,,,,65.1,69.1,69.8,,68.7,,,,,,0,0,9,0.0,119.3,0.0,0,0,0,0,1,0,0.0,49,6.1,0,100.0,3,3,-0.3,1.63,0,0,0.0,100.0,3,0,0.0,3,11.5,0,2,,,,62.7,57.0,66.6,,57.0,,,,,,0,0,3,,158.3,0.0,0,0,0,0,1,0,0.0,84,28.0,-4.14
Michael Kern,97799,QB,WAKE,1,-34.09,0,26,339,60.9,23,24,13.1,2.77,1,1,4.0,50.0,12,8,14.3,24,92.3,2,7,,,,68.3,59.0,74.5,,55.4,,,60.0,,,0,1,25,0.0,63.5,0.0,0,0,0,0,1,2,8.0,134,5.6,63.6,22,22,11.8,2.65,0,1,4.3,59.1,13,6,7.1,22,84.6,1,6,,,,68.1,65.1,74.3,,61.3,,,60.0,,,0,1,23,0.0,71.4,0.0,0,0,0,0,1,2,8.7,126,5.7,66.7,3,4,12.7,2.73,1,0,0.0,25.0,1,2,50.0,4,15.4,1,1,,,,63.3,42.2,67.4,,42.5,,,,,,0,0,4,0.0,40.6,0.0,0,0,0,0,0,0,0.0,13,3.3,0,100.0,2,2,-2.5,1.35,0,0,0.0,100.0,2,0,0.0,2,7.7,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,-2.48
Cole Ballard,173062,QB,KANSAS,1,-25.27,0,26,198,64.7,17,19,10.7,3.1,0,0,0.0,47.4,9,12,18.2,25,96.2,2,6,,,,70.1,58.7,77.0,,54.1,59.3,,65.1,,,2,1,27,25.0,46.8,12.0,3,3,0,0,0,1,3.7,124,6.5,72.7,11,13,7.3,3.05,0,0,0.0,53.8,7,10,12.5,18,69.2,1,5,,,,69.7,55.4,76.6,,48.1,59.3,,65.1,,,2,0,20,20.0,78.0,11.1,2,3,0,0,0,1,5.0,97,7.5,57.1,7,7,14.0,2.99,0,0,0.0,28.6,2,2,50.0,8,30.8,2,1,,,,64.9,67.0,69.5,,66.7,,,,,,0,1,8,50.0,3.6,12.5,1,0,0,0,0,0,0.0,27,3.9,0,100.0,1,1,-4.0,1.3,0,0,0.0,0.0,0,0,100.0,1,3.8,1,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-3.6
Fernando Mendoza,158323,QB,CAL,1,0.0,0,26,130,58.8,17,17,9.0,3.1,0,0,0.0,58.8,10,8,0.0,22,84.6,0,7,,,,20.6,54.3,19.5,,59.8,,,47.8,,,0,0,25,25.0,119.5,9.1,2,3,0,0,2,0,0.0,119,7.0,66.7,12,12,5.0,2.42,0,0,0.0,66.7,8,4,0.0,15,57.7,0,7,,,,25.4,62.6,15.6,,68.9,,,50.6,,,0,0,18,25.0,114.9,6.7,1,2,0,0,1,0,0.0,85,7.1,66.7,9,9,9.0,3.3,0,0,0.0,66.7,6,4,0.0,11,42.3,0,2,,,,24.4,48.5,70.7,,51.6,,,56.3,,,0,0,12,25.0,124.8,9.1,1,1,0,0,1,0,0.0,65,7.2,0,100.0,4,4,-3.0,1.13,0,0,0.0,100.0,4,0,0.0,4,15.4,0,2,,,,63.8,65.6,68.1,,65.3,,,,,,0,0,5,,99.0,0.0,0,0,0,0,0,0,0.0,31,7.8,0.14
Jaylen Henderson,146054,QB,TEXAS A&M,1,10.42,0,25,312,69.2,13,15,13.8,3.23,1,1,5.6,60.0,9,8,0.0,21,84.0,0,7,,,,70.9,72.8,76.1,,65.3,,,70.4,,,1,0,24,25.0,106.0,9.5,2,4,0,0,1,0,0.0,114,7.6,69.2,13,16,11.1,2.96,2,1,5.9,56.3,9,8,0.0,22,88.0,0,7,,,,70.9,77.1,76.0,,70.8,,,70.4,,,1,0,23,25.0,115.1,9.1,2,4,0,0,2,0,0.0,102,6.4,66.7,3,3,9.0,2.83,0,0,0.0,66.7,2,0,0.0,3,12.0,0,2,,,,63.8,51.7,68.1,,51.8,,,,,,0,0,5,,109.7,0.0,0,0,0,0,0,0,0.0,48,16.0,0,66.7,3,4,-2.7,1.45,1,0,0.0,50.0,2,0,0.0,4,16.0,0,2,,,,63.3,61.6,67.4,,61.4,,,,,,0,0,4,,120.8,0.0,0,0,0,0,1,0,0.0,36,9.0,9.62
Jalen Milroe,146590,QB,ALABAMA,1,2.68,0,25,103,68.4,19,20,16.3,3.5,0,2,9.5,65.0,13,8,0.0,22,88.0,0,11,,,,70.9,83.1,75.4,,74.0,,,77.3,,,0,1,23,0.0,118.3,0.0,0,2,0,1,3,1,4.3,208,10.4,73.3,15,16,14.7,3.3,0,2,11.8,68.8,11,5,0.0,17,68.0,0,10,,,,70.7,83.0,75.0,,74.8,,,75.2,,,0,1,18,0.0,121.1,0.0,0,1,0,1,3,1,5.6,185,11.6,71.4,7,7,11.7,3.25,0,0,0.0,71.4,5,3,0.0,8,32.0,0,3,,,,64.9,70.5,69.5,,65.6,,,64.0,,,0,0,8,0.0,92.6,0.0,0,1,0,0,0,0,0.0,52,7.4,0,100.0,3,3,-2.3,1.67,0,0,0.0,100.0,3,0,0.0,3,12.0,0,2,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,106.9,0.0,0,0,0,0,0,0,0.0,29,9.7,-4.13
Preston Stone,124716,QB,SMU,1,-3.3,0,24,287,62.5,16,17,23.6,4.08,0,2,11.8,47.1,8,11,20.0,21,87.5,2,7,,,,69.2,70.4,77.2,,68.5,,,62.7,,,0,1,21,18.2,106.3,9.5,2,2,0,1,2,3,14.3,205,12.1,71.4,7,7,26.7,3.79,0,1,14.3,57.1,4,6,20.0,10,41.7,1,2,,,,68.4,78.9,76.6,,83.3,,,57.5,,,0,0,10,33.3,141.4,20.0,2,1,0,0,1,0,0.0,102,14.6,66.7,12,13,15.3,3.74,0,1,7.7,53.8,7,5,12.5,14,58.3,1,6,,,,66.2,58.7,71.2,,54.9,,,64.1,,,0,1,14,0.0,82.9,0.0,0,1,0,1,1,3,21.4,132,10.2,0,100.0,3,3,-2.0,1.5,0,0,0.0,100.0,3,0,0.0,3,12.5,0,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,106.9,0.0,0,0,0,0,0,0,0.0,29,9.7,-4.42
Brennan Armstrong,77696,QB,NC STATE,1,38.46,0,24,248,72.7,11,13,10.5,3.15,1,1,7.7,61.5,8,6,0.0,19,79.2,0,6,,,,72.5,92.0,76.9,,86.9,,,80.6,,,1,0,19,50.0,109.1,15.8,3,3,0,0,1,0,0.0,94,7.2,72.7,11,13,7.8,2.59,1,0,0.0,61.5,8,6,0.0,19,79.2,0,5,,,,72.5,91.1,76.8,,77.8,,,83.4,,,1,0,19,50.0,76.4,15.8,3,2,0,0,0,0,0.0,72,5.5,100.0,4,4,4.3,3.0,0,1,25.0,100.0,4,0,0.0,5,20.8,0,2,,,,63.8,75.9,68.6,,83.4,,,57.3,,,0,0,5,,146.9,0.0,0,1,0,0,1,0,0.0,39,9.8,0,100.0,4,4,-3.0,0.86,0,0,0.0,100.0,4,0,0.0,5,20.8,0,1,,,,63.8,62.6,68.1,,62.4,,,,,,0,0,5,,84.4,0.0,0,0,0,0,0,0,0.0,17,4.3,4.21
Cole Pennington,156787,QB,MARSHALL,1,-16.36,0,24,214,66.7,12,12,8.8,2.71,0,0,0.0,66.7,8,5,0.0,15,62.5,0,5,,,,29.1,55.6,75.2,,55.3,60.0,,57.7,,,0,1,15,40.0,75.0,13.3,2,1,0,0,0,1,6.7,177,14.8,80.0,10,10,-2.9,1.42,0,0,0.0,80.0,8,1,0.0,10,41.7,0,1,,,,68.4,60.4,74.8,,57.9,60.0,,60.8,,,0,0,10,0.0,80.8,0.0,0,0,0,0,0,0,0.0,34,3.4,63.6,11,11,9.0,2.77,0,0,0.0,63.6,7,5,0.0,14,58.3,0,5,,,,25.7,53.0,71.2,,54.9,,,57.3,,,0,1,14,40.0,69.3,14.3,2,1,0,0,0,1,7.1,167,15.2,0,77.8,9,9,-3.9,1.37,0,0,0.0,77.8,7,1,0.0,9,37.5,0,1,,,,65.1,57.7,69.8,,57.5,,,,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,24,2.7,11.78
KJ Jefferson,99129,QB,ARKANSAS,1,25.45,0,24,111,58.3,12,13,8.7,3.46,0,1,7.7,53.8,7,7,0.0,21,87.5,0,4,,,,29.5,61.2,74.7,,58.1,,,62.1,,,0,0,21,57.1,79.6,19.0,4,4,0,1,0,1,4.8,102,7.8,60.0,10,11,4.6,3.4,0,0,0.0,54.5,6,5,0.0,16,66.7,0,1,,,,71.1,57.7,74.2,,56.3,,,59.5,,,0,0,16,40.0,68.4,12.5,2,3,0,1,0,0,0.0,55,5.0,80.0,5,5,9.2,2.86,0,1,20.0,80.0,4,2,0.0,8,33.3,0,4,,,,16.1,69.8,69.5,,64.5,,,64.0,,,0,0,8,100.0,117.5,25.0,2,1,0,0,0,1,12.5,61,12.2,0,100.0,3,3,-4.0,1.53,0,0,0.0,100.0,3,0,0.0,3,12.5,0,1,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,7.2
Kaidon Salter,132046,QB,LIBERTY,1,35.0,0,24,206,68.4,19,19,19.4,3.51,0,3,14.3,57.9,11,3,15.4,21,87.5,2,12,,,,72.2,75.0,76.4,,74.4,,,64.4,,,0,1,23,0.0,115.8,0.0,0,2,0,0,3,1,4.3,218,11.5,44.4,9,10,23.2,3.52,0,0,0.0,40.0,4,2,0.0,11,45.8,0,3,,,,72.1,60.8,75.6,,54.9,,,63.0,,,0,0,11,0.0,99.2,0.0,0,1,0,1,1,0,0.0,73,7.3,91.7,12,12,12.9,3.34,0,3,21.4,75.0,9,1,18.2,13,54.2,2,9,,,,66.4,86.3,71.4,,84.5,,,61.7,,,0,1,15,0.0,121.5,0.0,0,1,0,0,2,1,6.7,152,12.7,0,100.0,2,3,-2.5,2.8,0,0,0.0,66.7,2,0,0.0,3,12.5,0,0,,,,62.7,60.3,66.6,,60.2,,,,,,0,0,3,,70.1,0.0,0,0,0,1,0,0,0.0,7,2.3,5.37
Kurtis Rourke,97998,QB,OHIO,1,-20.59,0,24,259,72.2,18,19,8.7,2.76,1,0,0.0,63.2,12,6,7.7,22,91.7,1,7,,,,70.8,67.5,75.8,,64.9,,,64.2,,,0,0,22,33.3,79.5,9.1,2,1,0,0,0,0,0.0,113,5.9,81.3,16,17,5.6,2.43,1,0,0.0,70.6,12,3,7.7,19,79.2,1,8,,,,70.7,75.3,75.6,,74.5,,,64.2,,,0,0,19,33.3,87.6,5.3,1,1,0,0,0,0,0.0,109,6.4,50.0,4,4,16.0,3.52,0,0,0.0,50.0,2,3,0.0,5,20.8,0,0,,,,63.8,42.2,68.1,,42.4,,,,,,0,0,5,33.3,56.3,20.0,1,0,0,0,0,0,0.0,12,3.0,0,100.0,2,2,-2.0,1.45,0,0,0.0,100.0,2,0,0.0,2,8.3,0,1,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,-3.41
Tommy Castellanos,158433,QB,BOSTON COL,1,-40.0,0,23,121,42.9,14,15,19.2,3.08,0,1,5.9,40.0,6,3,0.0,17,73.9,0,6,,,,72.5,64.4,8.6,,55.6,,,70.3,,,0,2,21,0.0,40.3,0.0,0,2,0,1,1,2,9.5,80,5.3,64.3,14,15,11.8,2.38,0,1,6.3,60.0,9,2,0.0,16,69.6,0,5,,,,72.5,73.5,6.0,,68.5,,,70.6,,,0,1,18,0.0,72.4,0.0,0,1,0,1,1,1,5.6,93,6.2,40.0,5,5,19.0,3.07,0,0,0.0,20.0,1,1,50.0,7,30.4,1,2,,,,65.1,44.1,69.8,,40.0,,,61.6,,,0,1,9,0.0,1.7,0.0,0,1,0,0,0,1,11.1,17,3.4,0,100.0,5,5,-1.8,1.18,0,0,0.0,80.0,4,0,20.0,6,26.1,1,1,,,,64.2,63.4,68.6,,63.2,,,,,,0,0,6,,91.7,0.0,0,0,0,0,0,0,0.0,30,6.0,-2.8
Christian Veilleux,145086,QB,PITTSBURGH,1,47.62,0,23,268,57.9,19,20,11.4,2.01,0,0,0.0,50.0,10,4,9.1,20,87.0,1,5,,,,16.1,31.3,74.9,,47.6,,,25.1,,,0,1,21,0.0,71.0,0.0,0,0,1,0,1,1,4.8,151,7.6,60.0,20,21,9.4,1.89,0,0,0.0,52.4,11,4,8.3,21,91.3,1,4,,,,16.5,29.5,74.9,,44.1,,,25.1,,,0,1,22,0.0,60.8,0.0,0,0,1,0,1,1,4.5,96,4.6,100.0,2,2,10.0,2.05,0,0,0.0,100.0,2,0,0.0,2,8.7,0,1,,,,61.8,77.7,65.5,,77.1,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,65,32.5,0,100.0,3,3,-3.0,1.2,0,0,0.0,100.0,3,0,0.0,3,13.0,0,0,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,,80.6,0.0,0,0,0,0,0,0,0.0,10,3.3,27.93
Ashton Daniels,157259,QB,STANFORD,1,50.0,0,23,300,62.5,16,16,17.6,3.52,0,2,11.8,62.5,10,14,0.0,23,100.0,0,10,,,,27.0,43.4,74.5,,31.5,,,71.1,,,0,3,24,21.4,87.5,13.0,3,4,0,0,1,5,20.8,200,12.5,50.0,12,12,18.8,3.49,0,2,15.4,50.0,6,10,0.0,18,78.3,0,7,,,,25.1,34.1,73.9,,26.7,,,74.7,,,0,3,19,30.0,38.2,16.7,3,3,0,0,0,5,26.3,98,8.2,100.0,4,4,14.0,3.62,0,0,0.0,100.0,4,4,0.0,5,21.7,0,3,,,,63.8,77.0,68.6,,84.2,,,57.3,,,0,0,5,0.0,158.3,0.0,0,1,0,0,1,0,0.0,102,25.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,17.33
Mikey Keene,70961,QB,FRESNO ST,1,26.67,0,23,169,71.4,14,16,6.4,2.75,2,1,6.3,56.3,9,6,10.0,19,82.6,1,6,,,,67.0,65.8,73.5,,65.3,,,60.6,,,0,1,19,0.0,68.8,0.0,0,2,0,0,1,1,5.3,96,6.0,71.4,14,15,3.6,2.04,1,0,0.0,53.3,8,4,20.0,16,69.6,2,4,,,,66.5,57.6,73.1,,56.9,,,,,,0,1,16,0.0,37.1,0.0,0,0,0,0,0,1,6.3,66,4.4,100.0,4,5,7.0,3.63,1,1,20.0,80.0,4,2,0.0,7,30.4,0,3,,,,64.6,79.0,69.1,,82.0,,,60.6,,,0,0,7,0.0,142.9,0.0,0,2,0,0,1,0,0.0,44,8.8,0,100.0,4,4,-2.8,1.45,0,0,0.0,75.0,3,0,25.0,4,17.4,1,1,,,,63.3,65.0,67.4,,64.8,,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,4.4
Joey Aguilar,174978,QB,APP STATE,1,-19.44,0,23,108,66.7,18,18,16.7,2.92,0,2,10.5,61.1,11,5,8.3,20,87.0,1,8,,,,25.9,62.7,75.7,,69.7,,,47.9,,,0,1,21,0.0,121.5,0.0,0,2,0,0,3,2,9.5,245,13.6,88.9,9,9,9.1,2.86,0,0,0.0,77.8,7,3,12.5,11,47.8,1,3,,,,21.0,56.5,74.9,,67.5,,,47.9,,,0,0,11,0.0,143.5,0.0,0,2,0,0,1,0,0.0,86,9.6,58.3,12,12,17.6,2.63,0,2,15.4,58.3,7,2,0.0,12,52.2,0,6,,,,66.0,69.0,71.0,,68.6,,,,,,0,1,13,0.0,107.6,0.0,0,0,0,0,2,2,15.4,169,14.1,0,100.0,3,3,-2.3,1.57,0,0,0.0,100.0,3,0,0.0,3,13.0,0,1,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,,80.6,0.0,0,0,0,0,0,0,0.0,10,3.3,4.52
Cole Snyder,97617,QB,BUFFALO,1,0.0,0,23,126,68.4,19,19,7.9,2.57,0,0,0.0,63.2,12,7,7.7,21,91.3,1,7,,,,27.2,48.3,74.6,,55.8,,,44.0,,,0,0,21,28.6,90.9,9.5,2,0,0,0,0,2,9.5,165,8.7,72.2,18,18,7.7,2.55,0,0,0.0,66.7,12,6,7.7,20,87.0,1,6,,,,26.9,50.0,74.5,,57.9,,,44.0,,,0,0,20,33.3,84.5,10.0,2,0,0,0,0,2,10.0,116,6.4,66.7,3,3,2.7,1.87,0,0,0.0,66.7,2,1,0.0,3,13.0,0,1,,,,62.7,55.3,66.6,,55.3,,,,,,0,0,3,0.0,109.7,0.0,0,0,0,0,0,0,0.0,55,18.3,0,100.0,2,2,-2.0,1.3,0,0,0.0,100.0,2,0,0.0,2,8.7,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,11.89
Emory Jones,82111,QB,CINCINNATI,1,-23.33,0,22,138,91.7,12,12,9.2,2.79,0,1,8.3,83.3,10,8,9.1,18,81.8,1,8,,,,70.2,76.7,75.2,,76.8,,,63.8,,,0,0,18,50.0,131.9,22.2,4,2,0,0,1,0,0.0,108,9.0,90.0,10,10,0.9,2.11,0,0,0.0,90.0,9,6,0.0,13,59.1,0,6,,,,70.0,67.0,74.8,,64.4,,,63.1,,,0,0,13,50.0,130.4,23.1,3,0,0,0,1,0,0.0,73,7.3,83.3,6,6,15.0,3.31,0,1,16.7,66.7,4,3,20.0,9,40.9,1,4,,,,65.1,87.5,69.8,,89.2,,,61.8,,,0,0,9,33.3,97.9,11.1,1,2,0,0,0,0,0.0,58,9.7,0,75.0,4,4,-2.8,1.75,0,0,0.0,75.0,3,1,0.0,4,18.2,0,2,,,,63.3,73.8,67.4,,73.4,,,,,,0,0,4,0.0,88.5,0.0,0,0,0,0,0,0,0.0,23,5.8,2.37
Payton Thorne,101629,QB,AUBURN,1,40.0,0,21,115,60.0,15,15,7.4,2.47,0,0,0.0,53.3,8,1,11.1,16,76.2,1,6,,,,72.9,75.9,75.9,,58.2,,,80.1,,,0,1,17,100.0,89.4,6.3,1,0,0,0,2,1,5.9,112,7.5,50.0,10,10,6.8,2.59,0,0,0.0,40.0,4,0,20.0,10,47.6,1,3,,,,73.0,73.7,75.4,,49.8,,,80.1,,,0,1,11,,42.9,0.0,0,0,0,0,1,1,9.1,33,3.3,80.0,10,10,3.3,2.06,0,0,0.0,80.0,8,2,0.0,11,52.4,0,5,,,,65.6,68.6,70.4,,68.2,,,,,,0,0,11,50.0,158.3,9.1,1,0,0,0,2,0,0.0,130,13.0,0,80.0,5,5,-2.0,1.82,0,0,0.0,80.0,4,1,0.0,5,23.8,0,2,,,,63.8,59.0,68.1,,58.8,,,,,,0,0,5,0.0,148.8,0.0,0,0,0,0,1,0,0.0,51,10.2,9.7
Jaxson Dart,146409,QB,OLE MISS,1,-2.86,0,21,226,53.8,13,14,17.8,3.42,0,1,6.7,50.0,7,8,0.0,18,85.7,0,4,,,,69.7,52.2,75.5,,47.5,,,62.3,,,1,1,19,25.0,46.1,11.1,2,2,0,0,0,2,10.5,108,7.7,60.0,10,10,9.7,3.01,0,1,10.0,60.0,6,5,0.0,13,61.9,0,2,,,,69.3,55.2,75.1,,49.5,,,62.3,,,0,1,13,20.0,35.8,7.7,1,2,0,0,0,1,7.7,56,5.6,66.7,6,7,19.8,3.3,0,0,0.0,57.1,4,3,0.0,8,38.1,0,2,,,,65.1,54.2,69.8,,54.1,,,,,,1,0,9,33.3,83.0,12.5,1,0,0,0,0,1,11.1,56,8.0,0,100.0,3,3,-5.3,1.33,0,0,0.0,100.0,3,0,0.0,3,14.3,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.3,2.4
Justin Lamson,144052,QB,STANFORD,1,-30.77,0,21,300,28.6,14,17,14.9,3.45,1,0,0.0,23.5,4,10,0.0,21,100.0,0,4,,,,73.3,53.1,77.6,,48.4,53.3,,62.6,,,0,1,23,20.0,15.1,9.5,2,2,0,2,0,1,4.3,42,2.5,36.4,11,13,13.4,3.41,1,0,0.0,30.8,4,6,0.0,16,76.2,0,3,,,,73.3,48.8,77.0,,44.6,53.3,,59.9,,,0,1,18,33.3,9.1,12.5,2,1,0,1,0,1,5.6,42,3.2,0.0,3,4,20.3,3.58,0,0,0.0,0.0,0,4,,5,23.8,0,1,,,,63.8,72.1,70.5,,63.8,,,64.9,,,0,0,5,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.23
Connor Bazelak,99135,QB,BOWL GREEN,1,2.38,0,21,122,66.7,15,17,5.2,2.59,0,0,0.0,58.8,10,4,0.0,18,85.7,0,3,,,,67.7,54.4,75.0,,50.8,,,63.3,,,0,1,19,25.0,78.1,5.6,1,0,0,2,1,1,5.3,130,7.6,69.2,13,14,3.5,2.37,0,0,0.0,64.3,9,3,0.0,15,71.4,0,3,,,,67.4,55.0,74.7,,51.0,,,63.3,,,0,1,16,33.3,54.5,6.7,1,0,0,1,0,1,6.3,96,6.9,80.0,5,6,5.2,2.58,0,0,0.0,66.7,4,1,0.0,6,28.6,0,2,,,,64.2,60.3,68.6,,60.1,,,,,,0,0,6,0.0,149.3,0.0,0,0,0,1,1,0,0.0,92,15.3,0,100.0,3,3,-2.0,1.47,0,0,0.0,100.0,3,0,0.0,3,14.3,0,2,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,58,19.3,8.47
