player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Henry Colombi,60583,QB,MARSHALL,1,24,87.5,8,9,1.3,1.86,0,0,0.0,77.8,7,4,0.0,9,37.5,0,5,,,,,65.1,77.6,69.8,77.1,,,,0,0,9,0.0,153.5,0.0,0,0,0,1,2,0,0.0,102,11.3,0,214,10.8,30.5,35.8,42.6,66.7,9,10,5.1,2.87,0,0,0.0,60.0,6,4,0.0,15,62.5,0,1,,,,,11.4,25.6,71.6,25.6,,,53.8,0,1,16,50.0,27.5,13.3,2,2,0,1,0,2,12.5,36,3.6,78.6,14,14,3.4,1.95,0,0,0.0,78.6,11,0,0.0,16,66.7,0,4,,,,,22.7,41.6,71.8,42.7,,,57.8,0,1,17,,104.2,0.0,0,1,0,0,2,1,5.9,93,6.6,0,66.7,3,5,2.7,3.56,0,0,0.0,40.0,2,8,0.0,8,33.3,0,2,,,,,15.7,35.5,69.5,37.3,,,57.3,0,0,8,25.0,72.9,25.0,2,1,0,2,0,1,12.5,45,9.0
Adrian Martinez,83522,QB,KANSAS ST,1,24,75.0,12,13,8.8,3.16,0,0,0.0,61.5,8,6,11.1,16,66.7,1,7,,,,,66.5,92.9,71.8,87.9,,,84.8,0,0,17,33.3,105.3,12.5,2,1,0,1,1,0,0.0,82,6.3,0,199,72.9,94.3,85.0,94.4,85.7,7,7,8.4,4.06,0,0,0.0,71.4,5,6,16.7,8,33.3,1,1,,,,,64.9,68.7,69.5,68.4,,,,0,0,8,16.7,85.4,12.5,1,0,0,0,0,0,0.0,40,5.7,90.9,11,11,6.4,2.28,0,0,0.0,81.8,9,0,10.0,12,50.0,1,6,,,,,65.8,93.2,70.7,91.2,,,69.3,0,0,12,,126.9,0.0,0,1,0,0,1,0,0.0,79,7.2,0,62.5,8,9,11.9,4.65,0,0,0.0,44.4,4,12,20.0,12,50.0,1,2,,,,,65.8,74.5,71.0,65.0,,,70.0,0,0,13,25.0,59.0,25.0,3,0,0,1,0,0,0.0,43,4.8
TJ McMahon,83521,QB,RICE,1,24,66.7,6,6,10.2,3.33,0,0,0.0,66.7,4,5,0.0,9,37.5,0,3,,,,,65.6,53.8,70.4,56.5,,,57.0,0,0,11,40.0,133.3,22.2,2,1,0,0,1,0,0.0,52,8.7,0,275,69.1,49.4,42.3,65.4,70.0,10,11,9.6,2.98,0,0,0.0,63.6,7,7,0.0,15,62.5,0,3,,,,,66.5,38.8,71.6,36.3,,,59.0,1,0,16,28.6,74.8,13.3,2,2,0,0,0,2,12.5,52,4.7,72.7,11,11,8.3,2.26,0,0,0.0,72.7,8,0,0.0,12,50.0,0,4,,,,,66.2,55.9,71.2,51.4,,,64.9,0,0,14,,93.4,0.0,0,1,0,0,0,1,7.1,81,7.4,0,60.0,5,6,13.2,3.97,0,0,0.0,50.0,3,12,0.0,12,50.0,0,2,,,,,66.0,33.1,71.0,38.0,,,49.8,1,0,13,33.3,99.3,33.3,4,2,0,0,1,1,7.7,23,3.8
Grayson James,145214,QB,FIU,1,24,100.0,2,2,0.0,2.43,0,0,0.0,100.0,2,1,0.0,3,12.5,0,2,,,,,62.7,70.2,66.6,69.8,,,,0,0,3,100.0,89.6,33.3,1,0,0,0,0,0,0.0,11,5.5,0,166,74.8,81.1,75.1,71.9,81.3,16,18,7.7,2.6,0,1,5.3,66.7,12,7,7.7,21,87.5,1,9,,,,,67.4,71.5,72.7,73.3,,,57.3,0,0,22,28.6,136.8,9.5,2,1,0,2,3,0,0.0,171,9.5,93.8,16,16,5.4,2.12,0,1,5.9,87.5,14,0,6.7,16,66.7,1,11,,,,,66.7,88.4,71.8,87.5,,,,0,0,17,,153.6,0.0,0,0,0,0,3,0,0.0,182,11.4,0,0.0,2,4,18.5,3.5,0,0,0.0,0.0,0,8,,8,33.3,0,0,,,,,64.9,37.4,69.5,39.4,,,57.3,0,0,8,37.5,39.6,37.5,3,1,0,2,0,0,0.0,0,0.0
Kai Horton,144418,QB,TULANE,1,24,85.7,7,7,11.4,2.94,0,0,0.0,71.4,5,5,16.7,9,37.5,1,4,,,,,13.8,43.1,69.8,43.4,,,,0,0,9,40.0,151.8,22.2,2,0,0,0,1,1,11.1,85,12.1,0,319,24.4,42.3,37.0,66.9,46.2,13,14,16.7,2.35,0,0,0.0,42.9,6,2,0.0,15,62.5,0,3,,,,,66.4,39.8,71.6,40.1,,,,0,0,16,50.0,91.4,6.7,1,0,0,1,2,1,6.3,47,3.4,52.9,17,17,15.6,2.25,0,0,0.0,52.9,9,0,0.0,17,70.8,0,6,,,,,66.8,42.0,72.0,42.3,,,,0,0,18,,111.2,0.0,0,0,0,0,2,1,5.6,105,6.2,0,100.0,3,4,10.3,3.36,0,0,0.0,50.0,2,7,33.3,7,29.2,1,1,,,,,10.3,38.2,69.1,38.3,,,,0,0,7,42.9,111.5,42.9,3,0,0,1,1,1,14.3,27,6.8
Tai Lavatai,121854,QB,NAVY,1,23,56.3,16,16,10.9,2.32,0,2,12.5,56.3,9,11,0.0,18,78.3,0,5,,,,,66.8,74.8,72.0,72.4,,,63.1,0,0,18,9.1,76.0,5.6,1,1,0,0,0,0,0.0,104,6.5,0,237,72.2,71.8,68.8,66.1,66.7,3,4,8.0,2.94,0,0,0.0,50.0,2,3,0.0,5,21.7,0,1,,,,,63.8,49.2,68.1,53.2,,,57.3,1,0,5,0.0,69.8,0.0,0,1,0,0,0,0,0.0,25,6.3,75.0,8,8,8.3,2.3,0,1,12.5,75.0,6,0,0.0,9,39.1,0,3,,,,,65.1,75.6,69.8,79.7,,,57.3,0,0,9,,107.8,0.0,0,1,0,0,0,0,0.0,83,10.4,2,45.5,11,12,12.1,2.55,0,1,8.3,41.7,5,14,0.0,14,60.9,0,3,,,,,66.2,61.0,71.2,57.9,,,63.1,1,0,14,7.1,52.8,7.1,1,1,0,0,0,0,0.0,46,3.8
C.J. Stroud,129759,QB,OHIO STATE,1,23,66.7,12,12,10.5,2.33,0,0,0.0,66.7,8,4,0.0,13,56.5,0,5,,,,,66.7,66.5,71.8,66.1,,,,0,0,17,25.0,116.7,7.7,1,0,0,0,1,0,0.0,90,7.5,0,260,68.8,57.8,57.0,59.9,62.5,8,10,9.8,2.8,0,1,8.3,50.0,5,2,0.0,10,43.5,0,3,,,,,66.0,46.6,71.0,46.7,,,,0,1,13,0.0,64.2,0.0,0,0,0,2,1,1,7.7,64,6.4,76.5,17,17,7.8,2.15,0,1,4.8,76.5,13,0,0.0,17,73.9,0,8,,,,,67.2,63.7,72.5,63.4,,,,0,1,21,,118.3,0.0,0,0,0,0,2,1,4.8,154,9.1,0,0.0,3,5,24.0,3.62,0,0,0.0,0.0,0,6,,6,26.1,0,0,,,,,65.1,46.0,69.8,46.0,,,,0,0,9,16.7,39.6,16.7,1,0,0,2,0,0,0.0,0,0.0
Austin Aune,83528,QB,N TEXAS,1,23,66.7,6,6,18.3,3.89,0,1,14.3,66.7,4,3,0.0,7,30.4,0,3,,,,,64.9,69.5,69.5,69.1,,,,0,0,8,33.3,135.4,14.3,1,0,0,0,2,0,0.0,55,9.2,0,251,68.8,47.4,39.2,69.4,78.6,14,14,7.1,2.46,0,1,7.1,71.4,10,4,9.1,16,69.6,1,7,,,,,66.5,29.8,72.0,28.5,,,64.9,0,1,16,25.0,92.9,6.3,1,1,0,0,1,2,12.5,125,8.9,75.0,16,16,10.2,2.27,0,2,12.5,68.8,11,0,8.3,16,69.6,1,7,,,,,66.5,40.0,71.6,40.2,,,,0,1,16,,106.8,0.0,0,0,0,0,3,2,12.5,130,8.1,0,75.0,4,4,11.8,4.31,0,0,0.0,75.0,3,7,0.0,7,30.4,0,3,,,,,64.9,55.5,70.1,48.4,,,64.9,0,0,8,28.6,116.7,28.6,2,1,0,0,0,0,0.0,50,12.5
Evan Simon,129906,QB,RUTGERS,1,22,50.0,6,7,8.3,2.31,0,1,12.5,42.9,3,5,0.0,8,36.4,0,1,,,,,65.1,63.2,69.8,63.0,,,,1,0,9,20.0,59.8,12.5,1,0,0,0,0,0,0.0,37,5.3,0,278,27.6,53.8,52.6,58.4,70.0,10,12,5.9,2.46,0,1,7.7,58.3,7,3,0.0,14,63.6,0,3,,,,,21.3,51.9,71.4,47.7,,,64.2,0,1,15,33.3,56.6,7.1,1,1,0,2,1,1,6.7,37,3.1,75.0,12,14,4.3,2.18,0,1,7.1,64.3,9,0,0.0,14,63.6,0,3,,,,,66.2,63.5,71.2,63.2,,,,0,0,14,,93.8,0.0,0,0,0,2,1,0,0.0,48,3.4,0,25.0,4,5,14.3,2.8,0,1,14.3,20.0,1,8,0.0,8,36.4,0,1,,,,,17.6,48.9,70.1,43.3,,,64.2,1,1,10,25.0,9.2,25.0,2,1,0,0,0,1,10.0,26,5.2
Ben Gulbranson,131734,QB,OREGON ST,1,21,55.6,9,11,8.7,2.73,0,0,0.0,36.4,4,7,20.0,12,57.1,1,3,,,,,65.8,37.1,70.7,38.8,,,57.3,0,2,12,0.0,12.9,0.0,0,1,0,2,0,2,16.7,53,4.8,0,265,68.3,54.2,48.7,57.0,88.9,9,9,6.7,2.59,0,0,0.0,88.9,8,3,0.0,9,42.9,0,4,,,,66.7,65.9,71.4,70.4,63.2,89.7,,,0,0,10,0.0,118.8,0.0,0,0,0,0,0,0,0.0,124,13.8,80.0,10,10,6.6,2.35,0,0,0.0,80.0,8,0,0.0,11,52.4,0,4,,,,,65.8,54.8,70.7,57.1,,,57.3,0,1,12,,79.2,0.0,0,1,0,0,0,1,8.3,132,13.2,0,62.5,8,10,9.0,3.02,0,0,0.0,40.0,4,10,20.0,10,47.6,1,3,,,,66.7,65.9,53.9,70.4,44.2,89.7,,,0,1,10,0.0,14.6,0.0,0,0,0,2,0,1,10.0,45,4.5
Zion Turner,158636,QB,UCONN,1,21,75.0,4,6,9.8,2.55,2,0,0.0,50.0,3,3,0.0,8,38.1,0,2,,,,,65.1,51.2,70.1,53.9,,,57.3,0,0,10,33.3,79.2,12.5,1,1,0,0,0,0,0.0,51,8.5,0,146,71.3,55.4,51.9,60.6,66.7,9,10,12.4,2.62,0,0,0.0,60.0,6,1,0.0,13,61.9,0,6,,,,,66.4,56.1,71.9,53.3,54.3,,64.1,0,0,15,0.0,118.8,0.0,0,2,0,1,1,0,0.0,80,8.0,72.7,11,14,10.2,2.49,2,0,0.0,57.1,8,0,0.0,17,81.0,0,7,,,,,67.1,55.3,72.8,52.8,54.3,,64.3,0,0,20,,100.6,0.0,0,2,0,1,1,0,0.0,91,6.5,0,50.0,2,2,19.5,3.03,0,0,0.0,50.0,1,4,0.0,4,19.0,0,1,,,,,63.3,50.5,68.1,55.0,,,57.3,0,0,5,25.0,95.8,25.0,1,1,0,0,0,0,0.0,40,20.0
Sean Clifford,51708,QB,PENN STATE,1,20,50.0,4,4,5.8,2.4,0,0,0.0,25.0,1,2,50.0,4,20.0,1,1,,,,,63.3,29.7,67.4,29.9,,,,0,1,4,0.0,0.0,0.0,0,0,0,0,0,1,25.0,8,2.0,0,266,70.8,53.1,49.1,60.4,66.7,15,16,10.5,2.99,0,1,6.3,56.3,9,5,10.0,16,80.0,1,8,,,,,66.5,61.7,71.6,61.4,,,,0,0,16,0.0,104.2,0.0,0,0,0,1,1,1,6.3,132,8.3,76.9,13,13,7.9,2.41,0,1,7.7,61.5,8,0,20.0,13,65.0,2,7,,,,,66.0,81.3,71.0,80.6,,,,0,0,13,,118.4,0.0,0,0,0,0,1,0,0.0,123,9.5,0,33.3,6,7,13.0,3.74,0,0,0.0,28.6,2,7,0.0,7,35.0,0,2,,,,,64.6,25.2,69.1,25.6,,,,0,1,7,0.0,0.0,0.0,0,0,0,1,0,2,28.6,17,2.4
Gino Campiotti,78504,QB,UMASS,1,19,100.0,1,1,7.0,1.6,0,0,0.0,100.0,1,0,0.0,1,5.3,0,0,,,,,60.3,61.0,63.6,60.9,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0,216,48.1,66.1,55.3,68.6,56.3,16,17,10.2,3.07,0,0,0.0,41.2,7,7,22.2,18,94.7,2,4,,,,,67.1,53.4,72.4,54.9,,,57.3,1,1,20,0.0,31.0,0.0,0,1,0,0,0,1,5.0,78,4.6,72.7,11,11,8.3,2.34,0,0,0.0,54.5,6,0,25.0,12,63.2,2,4,,,,,66.2,73.1,71.2,75.4,,,57.3,0,0,14,,76.7,0.0,0,1,0,0,0,0,0.0,77,7.0,0,33.3,6,7,13.2,4.11,0,0,0.0,28.6,2,7,0.0,7,36.8,0,0,,,,,64.6,29.2,69.1,29.4,,,,1,1,7,0.0,0.0,0.0,0,0,0,0,0,1,14.3,10,1.4
Davis Beville,99588,QB,OKLAHOMA,1,19,,0,0,,5.7,0,0,,,0,1,,1,5.3,0,0,,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,261,69.1,55.2,53.5,55.8,53.3,15,16,14.5,3.26,0,0,0.0,43.8,7,3,12.5,18,94.7,1,3,,,,,66.8,54.3,72.0,54.2,,,,0,0,18,66.7,51.6,11.1,2,0,0,1,0,0,0.0,50,3.1,53.3,15,15,14.5,3.21,0,0,0.0,46.7,7,0,12.5,15,78.9,1,3,,,,,66.4,56.4,71.4,56.3,,,,0,0,15,,54.9,0.0,0,0,0,0,0,0,0.0,50,3.3,0,,0,1,,4.03,0,0,0.0,0.0,0,4,,4,21.1,0,0,,,,,63.3,50.6,67.4,50.6,,,,0,0,4,75.0,39.6,75.0,3,0,0,1,0,0,0.0,0,0.0
Chase Brice,60363,QB,APP STATE,1,19,62.5,8,8,11.3,2.66,0,1,12.5,62.5,5,3,0.0,9,47.4,0,4,,,,,65.1,60.3,69.8,63.5,,,57.0,0,0,9,0.0,145.8,0.0,0,1,0,0,3,0,0.0,141,17.6,0,108,67.7,62.1,64.8,53.9,70.0,10,10,10.1,2.54,0,0,0.0,70.0,7,1,0.0,10,52.6,0,5,,,,,65.4,64.4,70.1,64.1,,,,0,0,10,0.0,145.4,0.0,0,0,0,0,1,0,0.0,124,12.4,78.6,14,14,10.0,2.55,0,0,0.0,78.6,11,0,0.0,15,78.9,0,8,,,,,66.4,65.0,71.4,67.6,,,57.0,0,0,15,,158.3,0.0,0,1,0,0,3,0,0.0,243,17.4,0,25.0,4,4,12.8,2.75,0,1,25.0,25.0,1,4,0.0,4,21.1,0,1,,,,,63.3,57.4,67.4,57.3,,,,0,0,4,0.0,89.6,0.0,0,0,0,0,1,0,0.0,22,5.5
Garrett Shrader,98212,QB,SYRACUSE,1,18,100.0,9,9,7.1,2.03,0,0,0.0,100.0,9,0,0.0,9,50.0,0,8,,,,,65.1,84.8,69.8,84.1,,,,0,0,9,,155.8,0.0,0,0,0,0,1,0,0.0,138,15.3,0,304,68.3,92.4,92.1,67.2,100.0,9,9,8.8,2.27,0,1,11.1,100.0,9,1,0.0,9,50.0,0,6,,,,,65.1,91.9,69.8,91.6,,,,0,0,9,0.0,153.2,0.0,0,0,0,0,1,0,0.0,107,11.9,100.0,17,17,7.5,1.98,0,1,5.9,100.0,17,0,0.0,17,94.4,0,13,,,,,66.7,91.9,71.8,91.6,,,,0,0,17,,158.0,0.0,0,0,0,0,2,0,0.0,228,13.4,0,100.0,1,1,15.0,5.0,0,0,0.0,100.0,1,1,0.0,1,5.6,0,1,,,,,60.3,73.2,63.6,72.6,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Gavin Hardison,100827,QB,UTEP,1,18,75.0,4,4,11.8,2.35,0,1,25.0,75.0,3,0,0.0,4,22.2,0,2,,,,,63.3,86.4,67.4,85.6,,,,0,0,4,,156.3,0.0,0,0,0,0,1,0,0.0,76,19.0,0,330,69.1,90.2,90.0,67.9,80.0,10,10,10.3,2.91,0,1,8.3,70.0,7,4,12.5,14,77.8,1,6,,,,,66.5,84.7,71.6,83.5,,,65.2,0,0,16,25.0,140.4,7.1,1,3,0,0,2,1,6.3,97,9.7,72.7,11,11,10.5,2.7,0,1,7.7,63.6,7,0,12.5,14,77.8,1,6,,,,,66.5,83.0,71.6,81.6,,,65.2,0,0,16,,133.1,0.0,0,3,0,0,1,1,6.3,126,11.5,0,100.0,3,3,11.7,3.08,0,1,33.3,100.0,3,4,0.0,4,22.2,0,2,,,,,63.3,90.3,67.4,90.1,,,,0,0,4,25.0,158.3,25.0,1,0,0,0,2,0,0.0,47,15.7
Dillon Gabriel,86272,QB,OKLAHOMA,1,17,50.0,2,2,16.5,2.95,0,1,50.0,50.0,1,1,0.0,2,11.8,0,1,,,,,61.8,75.7,65.5,75.2,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,78,39.0,0,261,67.0,72.5,74.0,57.3,50.0,14,14,13.1,3.1,0,2,13.3,42.9,6,2,14.3,15,88.2,1,3,,,,,66.7,68.2,71.8,70.1,,,57.3,0,0,17,50.0,51.8,6.7,1,0,0,0,0,0,0.0,47,3.4,50.0,14,14,13.1,2.72,0,2,13.3,50.0,7,0,0.0,14,82.4,0,4,,,,,66.5,69.1,71.6,71.2,,,57.3,0,0,16,,81.0,0.0,0,0,0,0,0,0,0.0,125,8.9,0,50.0,2,2,16.5,4.77,0,1,50.0,0.0,0,3,100.0,3,17.6,1,0,,,,,62.7,72.4,66.6,72.0,,,,0,0,3,33.3,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
Devin Grainger,78496,QB,GA STATE,1,17,50.0,4,4,19.3,2.34,0,0,0.0,50.0,2,2,0.0,5,29.4,0,2,,,,,63.8,45.6,68.1,45.7,,,,0,0,5,50.0,67.7,20.0,1,0,0,0,0,0,0.0,23,5.8,0,175,70.7,76.2,75.8,65.3,100.0,7,8,10.7,3.55,0,1,12.5,75.0,6,2,14.3,12,70.6,1,6,,,,,66.0,82.5,71.0,90.4,,,59.0,1,0,13,0.0,156.3,0.0,0,4,0,0,1,0,0.0,134,16.8,90.0,10,10,10.7,2.99,0,1,10.0,80.0,8,0,11.1,13,76.5,1,8,,,,,66.0,80.3,71.0,85.2,,,58.2,0,0,13,,152.1,0.0,0,3,0,0,1,0,0.0,157,15.7,0,0.0,1,2,45.0,3.85,0,0,0.0,0.0,0,4,,4,23.5,0,0,,,,,63.8,49.8,68.1,45.9,,,60.6,1,0,5,25.0,39.6,25.0,1,1,0,0,0,0,0.0,0,0.0
Cam Fancher,145266,QB,MARSHALL,1,16,0.0,1,1,5.0,1.8,0,0,0.0,0.0,0,0,,1,6.3,0,0,,,,,60.3,56.0,63.6,56.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,214,69.5,66.1,65.6,60.9,76.9,13,14,3.3,2.43,1,0,0.0,64.3,9,1,10.0,15,93.8,1,3,,,,,66.4,72.9,71.4,68.5,,,64.9,0,0,15,0.0,68.8,0.0,0,1,0,0,0,0,0.0,44,3.1,76.9,13,14,2.5,2.07,1,0,0.0,64.3,9,0,10.0,15,93.8,1,3,,,,,66.4,71.9,71.4,67.4,,,64.9,0,0,15,,68.8,0.0,0,1,0,0,0,0,0.0,44,3.1,0,0.0,1,1,16.0,7.3,0,0,0.0,0.0,0,1,,1,6.3,0,0,,,,,60.3,56.5,63.6,56.6,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jalon Daniels,122555,QB,KANSAS,1,16,33.3,6,6,24.7,3.5,0,0,0.0,33.3,2,3,0.0,7,43.8,0,2,,,,,64.6,42.3,69.5,46.1,54.3,,57.0,0,0,7,0.0,68.1,0.0,0,1,0,0,0,1,14.3,55,9.2,0,198,71.2,55.2,53.6,59.9,83.3,6,8,0.8,2.47,1,0,0.0,62.5,5,3,0.0,9,56.3,0,2,,,,,65.6,63.9,70.4,63.6,,,,0,0,11,33.3,74.0,11.1,1,0,0,1,0,0,0.0,38,4.8,55.6,9,10,12.3,2.23,1,0,0.0,50.0,5,0,0.0,10,62.5,0,2,,,,,65.8,45.7,71.0,46.9,54.3,,,0,0,12,,67.9,0.0,0,0,0,0,0,1,8.3,58,5.8,0,66.7,3,4,14.0,4.07,0,0,0.0,50.0,2,6,0.0,6,37.5,0,2,,,,,64.2,64.0,68.6,69.3,,,57.0,0,0,6,16.7,80.2,16.7,1,1,0,1,0,0,0.0,35,8.8
Bryce Young,123943,QB,ALABAMA,1,15,66.7,6,6,14.3,3.46,0,1,16.7,50.0,3,3,25.0,7,46.7,1,3,,,,,64.6,85.2,69.1,84.4,,,,0,1,7,33.3,95.8,14.3,1,0,0,0,1,0,0.0,105,17.5,0,103,66.4,93.2,94.7,57.3,100.0,7,7,13.9,3.0,0,2,28.6,57.1,4,0,42.9,8,53.3,3,3,,,,,64.9,94.3,69.5,95.2,,,57.3,0,0,8,,90.2,0.0,0,1,0,0,0,0,0.0,68,9.7,81.8,11,11,10.7,2.57,0,2,18.2,54.5,6,0,33.3,12,80.0,3,5,,,,,65.8,93.1,70.7,93.8,,,57.3,0,1,12,,85.4,0.0,0,1,0,0,1,0,0.0,120,10.9,0,100.0,2,2,32.5,5.8,0,1,50.0,50.0,1,3,50.0,3,20.0,1,1,,,,,62.7,87.5,66.6,86.7,,,,0,0,3,33.3,95.8,33.3,1,0,0,0,0,0,0.0,53,26.5
Haynes King,124329,QB,TEXAS A&M,1,14,60.0,5,6,10.4,2.93,1,0,0.0,50.0,3,5,0.0,7,50.0,0,2,,,,,65.1,40.5,69.8,35.1,,,63.7,0,1,9,0.0,26.4,0.0,0,1,0,0,0,1,11.1,32,5.3,0,312,67.5,50.6,44.3,68.4,71.4,7,7,6.7,2.97,0,0,0.0,42.9,3,1,40.0,7,50.0,2,0,,,,,64.9,61.4,69.5,61.1,,,,0,1,8,0.0,10.7,0.0,0,0,0,0,0,0,0.0,17,2.4,87.5,8,8,5.1,2.63,0,0,0.0,62.5,5,0,28.6,8,57.1,2,0,,,,,65.6,59.4,70.4,59.2,,,,0,1,11,,27.1,0.0,0,0,0,0,0,0,0.0,23,2.9,0,25.0,4,5,14.5,3.38,1,0,0.0,20.0,1,6,0.0,6,42.9,0,2,,,,,64.2,38.4,68.6,31.4,,,63.7,0,1,6,0.0,9.2,0.0,0,1,0,0,0,1,16.7,26,5.2
Sam Vidlak,146333,QB,BOISE ST,1,13,60.0,5,6,7.4,2.29,0,0,0.0,50.0,3,4,0.0,7,53.8,0,0,,,,,64.9,59.9,69.5,59.7,,,,1,0,8,25.0,56.3,14.3,1,0,0,0,0,0,0.0,8,1.3,0,120,66.2,75.1,78.6,,100.0,6,6,12.0,2.32,0,1,16.7,100.0,6,0,0.0,6,46.2,0,1,,,,,64.2,90.5,68.6,90.3,,,,0,0,6,,118.8,0.0,0,0,0,0,0,0,0.0,78,13.0,88.9,9,9,9.0,2.28,0,1,11.1,88.9,8,0,0.0,9,69.2,0,1,,,,,65.1,91.0,69.8,90.8,,,,0,0,9,,105.1,0.0,0,0,0,0,0,0,0.0,83,9.2,2,50.0,2,3,14.0,2.35,0,0,0.0,33.3,1,4,0.0,4,30.8,0,0,,,,,63.8,48.0,68.1,48.1,,,,1,0,5,25.0,42.4,25.0,1,0,0,0,0,0,0.0,3,1.0
